,Config,Acc.,BOPs,Sparsity,Neff,aIQ,Layer#1,Layer#2,Layer#3,Layer#4,ILP,Synth,LUT,FF,BRAM,URAM,DSP,Latency
517,w6a9_w8a11_w4a7_w6a9,0.7662875,336221.82103386807,22.100706311232628,0.5164483709525624,1.0334190285900702,6,8,4,6,0,0,0,0,0.0,0,0,0
518,w6a9_w8a11_w4a7_w7a10,0.7667083333333333,336191.9148772796,21.371610845295056,0.5265408695076208,1.0367596810192699,6,8,4,7,0,0,0,0,0.0,0,0,0
519,w6a9_w8a11_w4a7_w8a11,0.7659958333333333,341968.59103249694,20.323536113009798,0.4924246596987997,1.0257240258724987,6,8,4,8,0,0,0,0,0.0,0,0,0
520,w6a9_w8a11_w5a8_w4a7,0.7666083333333333,347453.6595639654,19.685577580314423,0.45816564214825145,1.015056814144284,6,8,5,4,0,0,0,0,0.0,0,0,0
521,w6a9_w8a11_w5a8_w5a8,0.7664125,345797.77430412726,20.824789245841878,0.482996767366744,1.0229317445974437,6,8,5,5,0,0,0,0,0.0,0,0,0
522,w6a9_w8a11_w5a8_w6a9,0.7666916666666667,351545.98787878786,18.796992481203006,0.5171031993772138,1.033816647535084,6,8,5,6,0,0,0,0,0.0,0,0,0
523,w6a9_w8a11_w5a8_w7a10,0.7667875,349554.5918552036,20.346320346320347,0.5122762026352926,1.0323549574679087,6,8,5,7,0,0,0,0,0.0,0,0,0
524,w6a9_w8a11_w5a8_w8a11,0.7674041666666667,362871.0138488962,16.19958988380041,0.4910388571605446,1.0259691051630992,6,8,5,8,0,0,0,0,0.0,0,0,0
525,w6a9_w8a11_w6a9_w4a7,0.7674041666666667,368347.10061703,16.24515835042151,0.42930845617256125,1.0060360300990625,6,8,6,4,0,1,60544,12548,1.5,0,722,85
526,w6a9_w8a11_w6a9_w5a8,0.7666958333333334,367929.4473056355,16.15402141717931,0.4785882021087993,1.0216641752352305,6,8,6,5,0,0,0,0,0.0,0,0,0
527,w6a9_w8a11_w6a9_w6a9,0.7665791666666667,357894.8765117236,20.30075187969925,0.48477793166237604,1.0235801241949065,6,8,6,6,0,0,0,0,0.0,0,0,0
528,w6a9_w8a11_w6a9_w7a10,0.7662666666666667,366289.0517482517,17.885623148781043,0.49558797914510233,1.0268564677496181,6,8,6,7,0,0,0,0,0.0,0,0,0
529,w6a9_w8a11_w6a9_w8a11,0.7671875,362746.3871657754,19.43495101389838,0.4821206445906699,1.023031257215817,6,8,6,8,0,0,0,0,0.0,0,0,0
530,w6a9_w8a11_w7a10_w4a7,0.7667166666666667,363101.2672974085,21.143768512189563,0.4880921898900593,1.024700411936036,6,8,7,4,0,0,0,0,0.0,0,0,0
531,w6a9_w8a11_w7a10_w5a8,0.7672958333333333,373286.71942959,18.341307814992025,0.48150735541358086,1.0228888536462664,6,8,7,5,0,0,0,0,0.0,0,0,0
532,w6a9_w8a11_w7a10_w6a9,0.7665625,377022.84513917466,17.45272271588061,0.470007014309217,1.0188507756120029,6,8,7,6,0,0,0,0,0.0,0,0,0
533,w6a9_w8a11_w7a10_w7a10,0.76735,367162.41436994384,21.05263157894737,0.47349915607277027,1.0203578068589556,6,8,7,7,0,0,0,0,0.0,0,0,0
